Serial Number,Song Name,Hebrew Date Folder,Singer,Copied Drive ID
70180,שרגא פראנק & נחמן הלביץ - פריילעך אין חצר,אדר תשפה,סינגלים חדשים,1sHOTBLMo52dKMahgXgN9PCjSIteuia69
70181,אושרי פאר - ה' שומרך,אדר תשפה,סינגלים חדשים,1_9HSN4Hu16BwTNM1p-a5fsZiu75QLsl-
70182,דודי פלדמן & חיים פולק - יתברך שמך,אדר תשפה,סינגלים חדשים,18N8ypT8_9LbrBmSIoFY5jWwSeM5hT4RA
70183,"ברוך לוין, הערשי ויינברגר, מונה רוזנבלום, מוטי שטיינמץ, זאנוויל ויינברגר - מחרוזת פרחי לונדון",אדר תשפה,סינגלים חדשים,1qzPa-kRMBTZ6xpvaxxaGDF2JwhT1Bv-T
70184,איציק אשל & חיים אביטל - תמיד אוהב אותי,אדר תשפה,סינגלים חדשים,1MnE_WIS2dIyLpngDAgyEle5B0ua_F8Uk
70185,"נחמן הלביץ, נחמן צוקר, אבי מזרחי - אראבער טאנץ",אדר תשפה,סינגלים חדשים,1QtP-pdOYYe04FDJHvA4eFhGuU-hyGLOA
70186,אליה והב - מחרוזת החפלה ממשיכה,אדר תשפה,סינגלים חדשים,1eMuCkI8FtlPboPpF4xGp1wmn2QvspSui
70187,מרדכי בן דוד - תמחה Live,אדר תשפה,סינגלים חדשים,1jpZwfuTi5QzwdQTZN1KcCY_lmT1MgO9C
70188,מקהלת נשמה'לעך - שושנת יעקב,אדר תשפה,סינגלים חדשים,1zQYDmQk2ajie7sgIPl2ZVwd7ABtku-ii
70189,גרשי ישראלי & להקת זפטיג - לא ימלט,אדר תשפה,סינגלים חדשים,1JCZ92lHfS9qlWxvSkM1UccoaeOQNQAyc
70190,"שרולי אלטמן, בנצי ווברמן, ישראל ורדיגר, ירוחם וייס, שייע ברקו, חיים ברוין - מחרוזת ריקודים",אדר תשפה,סינגלים חדשים,1U2OpwpUUvmRPgTFwdf012f_e2EM_dIgv
70191,יואי מוכניק - הודו לו כי טוב,אדר תשפה,סינגלים חדשים,1MAYZGX-2v0lW-1P8DmMVtiL_4BPhGyef
70192,"AKAY, Mendy J, memi - ואהבת",אדר תשפה,סינגלים חדשים,1ZK2k448KPBOWAXv5596emKPR8LSsVNl7
70193,חיים שלמה מאיעס - לכבוד שבת קודש,אדר תשפה,סינגלים חדשים,1dvtRAA9RhkjeVMAQLouUAzDoVqbC6dB6
70194,יצחק קמפה - מגן אבות,אדר תשפה,סינגלים חדשים,12YpdbuZlOJ1UrG6Hv1z-kW7rx4_Enzlx
70195,יודי ביאלוסטוצקי & שמילי לאנדא - אין כמו טאטע,אדר תשפה,סינגלים חדשים,1uNA99_2vdW_qNXOFclq3Y8p4HkHUQLim
70196,זרילי ווערצבערגער - Track 3,אדר תשפה,סינגלים חדשים,1lUp2Y5HgyCOA0ZyuVIRpRiphqeGZ23qq
70197,שלומי אלבוים - א פורים טענצל'ע,אדר תשפה,סינגלים חדשים,1eVQv4t4AtSt5NL0Tt48KCTPp9kp9Fe7h
70198,תומכי תמימים - ארץ אחת,אדר תשפה,סינגלים חדשים,1rEOLw_bqR1Wt_6QRxEwzqQ5iPO8vwGpw
70199,ארי סאמעט - POV ON,אדר תשפה,סינגלים חדשים,1jWNRzOK8rJ9fIVcsh-l6iWwBm9wpLKiR
70200,שמילי אונגר & תזמורת זאלץ - הורה רבותי - מחרוזת ריקודים,אדר תשפה,סינגלים חדשים,1gRviuQbJGq4vvr1ASiIS3OxMVjLg07_i
70201,אברמי דאנציגער - המלך,אדר תשפה,סינגלים חדשים,1-sJgbhGotokhkt1Ad8_YQs3QYU61SA9u
70202,"יואלי פאלקאוויטש, עמרם גרינוואלד, שלמה זלמן פערל - א טאנץ אין גינת ביתן המלך",אדר תשפה,סינגלים חדשים,1yX6DaNvvWL3UYba0ABLR8B84cxglT4LI
70203,פרחי ניו יורק - משנכנס אדר,אדר תשפה,סינגלים חדשים,1S_7Rea-f_ZQZrqk1EUXV5Qe13DUhSVVO
70204,ארי ברמן - פורים דאנס 2025,אדר תשפה,סינגלים חדשים,1xeWoPYfR0gKWfijOqhnMgaFtUfF2e7sr
70205,שמוליק ברגר - פורים מיקס 2025,אדר תשפה,סינגלים חדשים,1DpwQsSr38Z5mBsuiAMspB4oy9u1hD0a1
70206,"יואלי קליין, שייע גרוס, הערשי ויינברגר, מוישי יאקאב - נדדה",אדר תשפה,סינגלים חדשים,1KjX6LCQTmDdcbAvhScTLuFE60SBxOmvY
70207,שמעון יואל וועבער - חסידישליך,אדר תשפה,סינגלים חדשים,10ba-vAsQGcsvsU0D1OZL8GwO0HZlc07z
70208,שמוליק סופר - פורים מקובליץ,אדר תשפה,סינגלים חדשים,1Txs5u883LVqH2lwOLh4gKyCyOiTUg01A
70209,מאטי אילאוויטש - אידישע עבירות,אדר תשפה,סינגלים חדשים,1J_snGQ4W-HGCiYL7BQRTy0fuaTGukpd0
70210,אהרלה גולדמן - דבעסט'ע פורים,אדר תשפה,סינגלים חדשים,1LJJI2pk6MqwAZIy0g8_vqSyB5DlZmQBi
70211,מאיר סטאריק -  פורים אין תולדות אהרן - תקציר האלבום,אדר תשפה,סינגלים חדשים,1517CkCdqzpQSh-UCsvsQRC1swvMm9xsI
70212,"מוטי סגלוביץ', נתי הרצוג, ישראל נחמן גבאי, יהודה יופה, שמעון שרף - פורים דאנס 2025",אדר תשפה,סינגלים חדשים,1I8fxCogCERMd2ENldyVpZlb_uggnVO0k
70213,נותי ליברמן -  מחרוזת פורים 'פורגאיי',אדר תשפה,סינגלים חדשים,1sv_CvyvHWwvOx4-87vzurwSHteaK37su
70214,DJ שמילי ווגעל - פורים מיקס 2025,אדר תשפה,סינגלים חדשים,16v5ntx3OkOEujZVzo6tMzbMJy5AKrmQc
70215,U&ME ואייזיק גליק - הורה טריפ,אדר תשפה,סינגלים חדשים,14L8rnGnqhIvo7YaCoIdd1g2l2CO6TFJS
70216,יניב מדר - מחרוזת טברנה 2,אדר תשפה,סינגלים חדשים,1KN1SdxH5ZgHUYspcReGg5yDC2oGrk7_H
70217,נחמן כהן - ומרדכי ידע,אדר תשפה,סינגלים חדשים,1DFOrIDxAydrKWEJs9zemjzc7g4jlU9uT
70218,יוסלה קרישבסקי - א חסידישע טריפ,אדר תשפה,סינגלים חדשים,1IhPjQYcBTlxXhLh06awpQg2E9gJH399w
70219,טל ועקנין - תמיד אוהב אותי,אדר תשפה,סינגלים חדשים,1mSOFzjnILB9giZKMFKAZkBAdBd3TU5ov
70220,קלמי שווארץ & מקהלת שירה - מחרוזת ריקודים,אדר תשפה,סינגלים חדשים,1vU0vgRFAo4oBJ4YWtJpnPtQJ1lvD910n
70221,מאט דאב & איציק דדיה - השם מלך,אדר תשפה,סינגלים חדשים,1FxzUOXRH8M1GSbpn4TZZB0bX3JszIIqg
70222,הערשי בלייך - רקידה הקדושה 2,אדר תשפה,סינגלים חדשים,1VjxlupTiRmnNGdMZAlPIBH8qer3D9RZ3
70223,איצלה איזנשטרק & חיים פלאם - פורים פארטי 2025,אדר תשפה,סינגלים חדשים,1_B13eJ8Hb1wA482c8BaOrJC8M1J58lUN
70224,מאיר ענגעל - המלך,אדר תשפה,סינגלים חדשים,1JxL5GYk1r8vz18ZiXO16BT7t4cdlvAJs
70225,עמירן דביר - נצח ישראל,אדר תשפה,סינגלים חדשים,18Ej5y3OFaGrVuY3ERY4DSG1OZTIh6rCM
70226,"שרולי גרין, ביני מאנדל, חזקי שווארץ, קלמי שווארץ - א אידיש טאנץ 2",אדר תשפה,סינגלים חדשים,1IboOOePdc4P8njza2BBxPdS7llkmYlOG
70227,יוחנן אורי - חסידישע ביט,אדר תשפה,סינגלים חדשים,1-NESjBRg7pq4PFdqF5lqfAbRz-HgnRlZ
70228,יוסי גרין - שושנת יעקב,אדר תשפה,סינגלים חדשים,1Y_7LrqeYNuw8PI1yLy30MLvINgvQtW3G
70229,יעקב שוואקי - בטח בה',אדר תשפה,סינגלים חדשים,1t8jCOJh9j8KHCfgYO9D4-3F9zSSKx6Vl
70230,ארי גולדוואג & אלי קלמר - שים שלום,אדר תשפה,סינגלים חדשים,1lD8V-P1yLdQAJEUelD6St6n_RXqn_iG9
70231,יונתן רזאל - תמים,אדר תשפה,סינגלים חדשים,1FeX9fRbeTB65OiZpVP6e9WY3rmvqdVto
70232,ג'ואי ניוקומב - Freilach All The Time - תקציר האלבום,אדר תשפה,סינגלים חדשים,1AfzaCLWLItqV6jucqdXCUE_xqQtWKf0h
70233,אלדד טסה - הטוב והחסד,אדר תשפה,סינגלים חדשים,1FHVQD0iEvhmJVIKO_Ov2sQdYFgUT70C8
70234,מוטי וייס - על אבא לא שואלים שאלות Live,אדר תשפה,סינגלים חדשים,195u4OYDqgSNsXCPOaGR_isdmr64EuvQG
70235,יואלי קליין - יא דו האסט די כוחות,אדר תשפה,סינגלים חדשים,10Q_serA2Db353jj-AtH6HsSWDyU-xzrg
70236,משה קליין & הראל טל - ואני אשיר,אדר תשפה,סינגלים חדשים,16D5NoL3G321ymJ5o4vCeEDpHUXr-PIzR
70237,חיים אביטל - ותן חלקנו,אדר תשפה,סינגלים חדשים,1qPwh3n_W6GfDglmyPf0EcLrespzIMOJr
70238,מאיר גרין - אומר תודה,אדר תשפה,סינגלים חדשים,1C-xRYpiRzbvlTTf3K3gv1k9CS2qzWrsV
70239,ישראל גברא - מזמור לתודה,אדר תשפה,סינגלים חדשים,1EHZOURr1LdgRoZXieTk1ZN5FsxJmy5cr
70240,יוחנן חייט - בחירה,אדר תשפה,סינגלים חדשים,1A6LxuXEwV4iAXpK3y9Z5tWp8g-ebkJK7
70241,טוביה פרידמן & מקהלת מזמור לתודה - המלאך,אדר תשפה,סינגלים חדשים,1Z4rbCCSDbmR1jEQU0_JVcTvvdA_Pu7Jn
70242,נתנאל אבקסיס - לדבר עם הבורא,אדר תשפה,סינגלים חדשים,1qFFgNPO5LezXPP2OnWt6RUXx8Ry2kp-t
70243,שי גז - אבא מלך,אדר תשפה,סינגלים חדשים,1XuRDl0zax3jUdDdmNwWvipYXiMYiSHa9
70244,"מוטי רוזנפלד, יואלי דוידוביץ', מקהלת מלכות - מחרוזת ר' מיילך מליז'ענסק",אדר תשפה,סינגלים חדשים,1XgDz8z5y7m8nQpuhNHaWUcadAGqgjeYC
70245,הרשי אייזנבך - הלוואי עלי,אדר תשפה,סינגלים חדשים,1Tuyqn4U6aCqY0qfw-FH996aRupgb_HBv
70246,שמואל יפת & ישיבת יקירי ירושלים - אבא טוב - שירשרים,אדר תשפה,סינגלים חדשים,1SLo2n4v4KnCsYt-ID5hQVnC3cBDHxuMu
70247,יעקב ישראל - יום קדוש הוא,אדר תשפה,סינגלים חדשים,1sqNdmKndWKvwTs-uHgwiD1ae00iVe06O
70248,פרחי מיאמי Experience - קה ריבון,אדר תשפה,סינגלים חדשים,1oZ79V6DcKRA_0PYOOUlUCAbJVhNIf9wQ
70249,ירחמיאל ביגון - תורה ומצות,אדר תשפה,סינגלים חדשים,1SIrbrik4F_6F5m6DF3TVUeasMlOdhzfl
70250,יעקב שואקי - קדיש,אדר תשפה,סינגלים חדשים,1nCMO66Hj2X5HeX3kYpQAxRKtPvJ1BD-k
70251,אביש בראדט - אדרבה,אדר תשפה,סינגלים חדשים,15jmHE7Sa2OOYeUrkPhnd6BQZb_ANNfsz
70252,אודי דמארי - היום הזה,אדר תשפה,סינגלים חדשים,12oP4xOGPXksMx-accKbGYAQrxxTYaHH1
70253,מקהלת נגינה & ישראל אדלר - גאט פון אברהם,אדר תשפה,סינגלים חדשים,1mbC7MF_QrtIuYvWua4Sl8L_5KzF0AUKp
70254,שרוליק מילר & אברמי שטרויס - כי לישועתך,אדר תשפה,סינגלים חדשים,1Md221QuhxcN-oaGU6ZzFhPVgidwb9Y7s
70255,"נחמן הלביץ, דור אסרף, אבי מזרחי - אונזער תורל'ה",אדר תשפה,סינגלים חדשים,1VgaYXG0M9wzNStS6yi9A3noHyBTaugm4
70256,מוטי גולדמן - הנה קל,אדר תשפה,סינגלים חדשים,1XTC-7JYgtgDncr1_9tdTZpOGuZyefXcE
70257,שלומי גרטנר וחיים אלטמן - ברחמים גדולים,אדר תשפה,סינגלים חדשים,1cFr6kOq9e2Ve4nCHYQPC4c5mFX6X8tTs
70258,שרולי פלס - והיא שעמדה,אדר תשפה,סינגלים חדשים,15lL9ngj4njyQJoqZqecGAGp1FJIOZRUP
70259,אהרן סיטבון - תפילה לשלום,אדר תשפה,סינגלים חדשים,1RzlPOBP_N8MychzMQf56RSsbAfoegVtk
70260,איתן כץ - ונחה - רגעי חופה,אדר תשפה,סינגלים חדשים,1CwMXnmjBHtVbpgB1SkcPe_bBnush9TMw
70261,אלי מרקוס - מחרוזת ריקודים,אדר תשפה,סינגלים חדשים,1X46nrH5R7bwd8kraIZCduSAbfLeKEQOm
70262,דני פלגון & דוד פרלמן - צמאה,אדר תשפה,סינגלים חדשים,1MZs0YP46AkrBZeYjnMwTV0IfxhuknXo7
70263,ישראל גולדרייך & יחיאל ליכטיגר - כך נבראתי,אדר תשפה,סינגלים חדשים,1pR4r8ZMSbXDFrIJr65iqyTn69LBohF_g
70264,הפרויקט של גולדין & יוסף נטיב - בדמי ימי,אדר תשפה,סינגלים חדשים,1gYIL43Hm6pVye64ZpxaY264r3T6QRqAE
70265,אבישי - גיבורים,אדר תשפה,סינגלים חדשים,1C6ppsKP5fxdsYeYkHrno8g187IFVRYoQ
70266,"יואלי דוידוביץ, יואלי קליין, חיים פולק, בנימין לייפער, אושי לנדסמן, מקהלת מלכות - רעים האהובים",אדר תשפה,סינגלים חדשים,1bdHhm8eTzCrB_w5ecqlTMXZ3Ocp3j0KI
70267,נהוראי אריאלי - קווה אל השם - רמיקס,אדר תשפה,סינגלים חדשים,1rsLm1Cz-WXIzU2fGZi83aZE8D7QLDboo
70268,דייויד טויב & אליעזר שוובר - מרחוק,אדר תשפה,סינגלים חדשים,1GpyeakYTBn_xAAatBUy3-hKnPNm_oTjK
70269,נתי לוין - מעבר לפינה,אדר תשפה,סינגלים חדשים,1WtRFjSB2OwuWJ1LScxPPEZ59Xt1Cdhlx
70270,ליפא שמעלצר - אלעזר ליפא'לע הגירסה באנגלית - תקציר האלבום,אדר תשפה,סינגלים חדשים,1KJIJxR4gyOBvqNdvMQ6UJ6cuDdZhujF7
70271,ישראל מקמל - מחרוזת שבת,אדר תשפה,סינגלים חדשים,1Ri98nk3cEEg-UodryyBivpKPzlIld3kY
70272,צביקי רנד - רננו,אדר תשפה,סינגלים חדשים,1gyZDWEzm82sWcVfGhErc9Tq7v2bzJuqI
70273,יעקב שלמה גראס - איי איי שבת,אדר תשפה,סינגלים חדשים,1H0ATrYQqMiW7FjE8n4lgk6Pu-xNgLQ84
70274,"אבי ריימי, יאיר בודנר, לוי פאלקאוויטש - והראנו",אדר תשפה,סינגלים חדשים,10rY_G3vZXHLIf8HxiZ9r9WTAYPkpQAFh
70275,אבישי אשל & פיני איינהורן - אין עוד מלבדו,ניסן תשפה,סינגלים חדשים,1m5bTyhHdob48Q8w6dT9F_Vd73qTHz6Mp
70276,אברמי שטרויס - מכות מצרים,ניסן תשפה,סינגלים חדשים,1Mlw2Q57wVid6SeK3z-9PUWNKO6i1EmUP
70277,יעקב שלמה גראס - בריוועלע,ניסן תשפה,סינגלים חדשים,1oVgdFqd2ebin2IqXra-FciMOzNqmkOUu
70278,שייע ברקו & מקהלת ידידים - ר' שמחה,ניסן תשפה,סינגלים חדשים,1xLKOJf3RgUQL5lUyQIu8TzHDXkVaGb7n
70279,שעיה היטמן - איה,ניסן תשפה,סינגלים חדשים,16ZYwkxziO_NsoXxB3Y4B7-yGY63vHLOl
70280,יהודה שמעה & מתי שריקי - ושמחת,ניסן תשפה,סינגלים חדשים,1PC7ZUIlk6pGek3A6IgCdifE0AQvqnrW7
70281,אריאל בורסוצקי - דף חדש,ניסן תשפה,סינגלים חדשים,1C0k3PFzy9Yfj2BopjQpeLA037_P7Beno
70282,משה טישלר - נס,ניסן תשפה,סינגלים חדשים,1T1sgHZvDNNkeHRSBi-RW0wu2X6LqXB8l
70283,נחמן זוננשיין - אחים,ניסן תשפה,סינגלים חדשים,1MTOgg_Y_EHu6XA9vxNSSTfhuKVUIuyYm
70284,מאיר חג'בי - שיהיה לי יום טוב,ניסן תשפה,סינגלים חדשים,1_VfMxdjLnkISO1SuHxhsfa7CWLiCHo-w
70285,שי וינר - בכיים של הילדים,ניסן תשפה,סינגלים חדשים,1fdHXQWvYgmAj29KtZnVD3qudCx2hAtvO
70286,חיים גולד - אנת הוא מלכא,ניסן תשפה,סינגלים חדשים,1x5jR43o_PcOtJdWjVhZC_sUD7SD_hEEL
70287,יעקב יאנג - שמחת בר מצוה,ניסן תשפה,סינגלים חדשים,1iJnGUSzZJVO9rkJL1G1iT_qmmAXc2K0T
70288,אודי צברי & חיים ישראל - דרך שאבדה,ניסן תשפה,סינגלים חדשים,1BnV6nSWTBOICevXgDCttlFnzJY7RjCgI
70289,משה דוד וייסמאנדל & פינקי וועבער - מתי תמלוך,ניסן תשפה,סינגלים חדשים,1mdUUi-8lYXJagTVWx-WyaJZCB7aVYs5D
70290,חיים גרין - והיא שעמדה,ניסן תשפה,סינגלים חדשים,1YJswLQWneyu0FY0_JTQYFUV_YoT9yvJI
70291,אליעזר זוסיא קיש - להגדיל שמו,ניסן תשפה,סינגלים חדשים,1Nw4_StI1wyo7k0ZUAZ9ToqGuDqqQ63ya
70292,איצי וולדנר & יודי ביאלוסטוצקי - והבאתי,ניסן תשפה,סינגלים חדשים,1F60_Vz2IAC7_0F9MBcfZpCu7eCHqgbNo
70293,זאנוויל ויינברגר - כאשר זכינו,ניסן תשפה,סינגלים חדשים,181nEZzZg9ARP5bSQ6TLASLG6xzV-vEBc
70294,זאנוויל ויינברגר & אפרים מרקוביץ - והיא שעמדה,ניסן תשפה,סינגלים חדשים,1WCsCJ-D4nXT2XM1qY4ckdn3c1fy2fHxG
70295,מקהלת קאפלה & אהר'לע סאמעט - זינג מיט קאפלה 2 - הלל,ניסן תשפה,סינגלים חדשים,14ytNzTGM7iBBXkEWyiilAc1Z9IytkOKo
70296,מנדי וורך - מקימי,ניסן תשפה,סינגלים חדשים,1goK7-zzI5tshnvYFqhTj_-J7BSFNwWJw
70297,ברוך לוין - Our Place,ניסן תשפה,סינגלים חדשים,1oX8MW-IKTuvL1uvmg1xXElWDDlOZaFXZ
70298,דוד פרלמן - Jerusalem Stone,ניסן תשפה,סינגלים חדשים,1kfiUJ8NjlL67TfWXqTiU69VTHoAKmDqg
70299,שייע קלר & מקהלת שירה - חסידישע פארברענג פסח,ניסן תשפה,סינגלים חדשים,1sogoR6FenXeSq5ujlKuTd8ydyxaiDIgZ
70300,יחיאל טויבענפעלד - ד'בדחן,ניסן תשפה,סינגלים חדשים,1TD2Sx7p81Sy6DnwvfR6s8CC8ATFY7q3t
70301,מקהלת נשמה'לעך - חסל סידור פסח,ניסן תשפה,סינגלים חדשים,1YyWTvICmmCj771ndt5PFS4s3-gTyvwgV
70302,שדרני קול פליי - פלייחג - מחרוזת שירי חג הפסח,ניסן תשפה,סינגלים חדשים,1kd6z_khThlxGzMR-RBaar7QXtgXaSM9K
70303,"זאנוויל ויינברגר, מנדי ברנדויין, מקהלת מלכות, מקהלת חסידימלעך - מחרוזת כבודו",ניסן תשפה,סינגלים חדשים,1kUjzyRtp6pIvqj-JmvqkYt4f8d2iiofV
70304,מוטי וייס - טובה כפולה,ניסן תשפה,סינגלים חדשים,1e-m2UdBOOlCCAyPKNTxuD_l_vs7X-WJz
70305,צביקי רנד - אנא מלך,ניסן תשפה,סינגלים חדשים,1_AjhvYvFpkXzU4NMvCdjgxOBtYRzjyqp
70306,זושא - אלף בית,ניסן תשפה,סינגלים חדשים,1hM2UwtRLFX86tRyfGcl6w-coSe7HYS1H
70307,שלמה זלמן הורוויץ & מקהלת שירה - ניגון הפלפול,ניסן תשפה,סינגלים חדשים,1B2LF2PzqKE4nsqy8Mnb8UQpfwe2OiF2b
70308,"אבי ריימי, יאיר בודנר, משה דוד וייסמאנדל - רזא דשבת",ניסן תשפה,סינגלים חדשים,1caksfPJwOIlUHQ9Z5Dnvty33vLmcjgWy
70309,מנדי וורך - הלל Upmix,ניסן תשפה,סינגלים חדשים,1v31ukSufldrIdmf0APBOpjdytGWgtR5S
70310,מאיר ענגעל - אור,ניסן תשפה,סינגלים חדשים,1OnmM3ad7buYDMXmZQO-ANXfhm4JoLpKD
70311,פרחי ניו יורק - משיח היום,ניסן תשפה,סינגלים חדשים,1M7GOjFNh6IdzCGAl-8AmGlL76TT8pKwJ
70312,מקהלת משאלות - מחרוזת פסח,ניסן תשפה,סינגלים חדשים,1DpAi8PEEGACkY2N7zWwCYxhfW_NjI4Ht
70313,יענקי מרטון - עזרנו בשם השם,ניסן תשפה,סינגלים חדשים,1XMyb36_r-fjQtqRlM5TA482X-8pGG1Ca
70314,חברותא & גיל ישראלוב - אחד מי יודע,ניסן תשפה,סינגלים חדשים,1aB_TJQvAD9enrqGfxq10DWV0uRoutsqg
70315,"זאנוויל ויינברגר, בערי וועבער, אהרן רזאל, בני לאופר, מקהלת מלכות ושיח סוד - אני מאמין",ניסן תשפה,סינגלים חדשים,1D1345fUpYy1txemjGaSzYZ_TSJbbbgY8
70316,"ישי לפידות, יונתן וידידיה וייס, צבי גרינהיים - עלה קטן",ניסן תשפה,סינגלים חדשים,1876q1WLu6T6I-t4mOYIdVi8-VSiG0ec0
70317,אורי אברהם - ביעור,ניסן תשפה,סינגלים חדשים,1cWDVeBGcbZvSaaia-DDlMTQL0XfSPNBx
70318,דוד פעדער - לראות את עצמו,ניסן תשפה,סינגלים חדשים,1lqIId7Mi5kn7mCoDLV9NFDUhCgAtJaiG
70319,"בערי וועבער, שלומי גרטנר, הערשי רוטנברג, יוסי גרין, מרדכי קאהן, מוישי קרויס, אידיש נחת - חידוש נחת",ניסן תשפה,סינגלים חדשים,1D7QKEuXXASpyJvM7jWtqAIgl5fs8nVmk
70320,מורדי ויינשטיין - הודו,ניסן תשפה,סינגלים חדשים,1LsDmEN77RQYHxMuOCB8AlZeKXOquXavv
70321,יהונתן ניצן - יגל ליבי,ניסן תשפה,סינגלים חדשים,1c29FhJFqYekq3uzCm4jGATDNdaVe3Rc8
70322,בן צור & אלייצור - הבת של המלך,ניסן תשפה,סינגלים חדשים,102NIdVOuFxherjETLBKdEQTR1m5FXFUI
70323,צביקה בנדר - מי יודע,ניסן תשפה,סינגלים חדשים,1WtTgb2ro7Nv9HmzKUvU9ZZRLlrLOULSm
70324,שמוליק סופר - תודה לך רעבע,ניסן תשפה,סינגלים חדשים,1KuXH7jJmvRd_o5cI9r7XMgi3sy_f452_
70325,מקהלת הערגייש יונגלעך - ויוציאנו,ניסן תשפה,סינגלים חדשים,1nGYT8DCQ7JDLQLw37eoEje8bFIlsDAyW
70326,גרשי ישראלי & שלומי שיינפלד - סדר טיש,ניסן תשפה,סינגלים חדשים,1O2fkROuBkT-Edv-EGjVbBDbdxub5DorJ
70327,"הרשי סגל, דודי אייזנשטיין, יואלי דוידוביץ, שוכי גולדשטיין - והגדת לבנך",ניסן תשפה,סינגלים חדשים,1icX2ke-JNFCBF3GdgbshHgBRK_N0hbwK
70328,"הערשי ויינברגר, ברוך לוין, נפתלי קמפה - שבתי",ניסן תשפה,סינגלים חדשים,1Ms5sBHt5HWmpLKEwmTWXSHvMZcYcTLbE
70329,הרב יוסף ברגר - ולמען תספר,ניסן תשפה,סינגלים חדשים,19oNqcDW7XpLhjyBlJt-qysfoXCNlTbjq
70330,יהושע העשיל שארף & אברמי שטרויס - קדש,ניסן תשפה,סינגלים חדשים,10CCKDp5f307_ZBpEx0FIrZZ8JDQBGgnb
70331,"רבי גרינספן, אפיקו.מן, מנדי וורך - ים ים",ניסן תשפה,סינגלים חדשים,1N0im7kzHp0lhPKFfST7AWmck8JmTAoq7
70332,שמואל זלמן - סימני הסדר,ניסן תשפה,סינגלים חדשים,1i0U-TzBSuHYFF81uMiCnBqDeh03Qvs7K
70333,שרולי פטמן & יוני אמר - ממתק לחג,ניסן תשפה,סינגלים חדשים,1VwpIEkTrUmiB38oWlM9Y9fn2LF7AHwKP
70334,אלעד אלדד - תפילת הכלה,ניסן תשפה,סינגלים חדשים,1i97aIxisLxwuxt6rBmJVEoNpza3U5ueH
70335,מנחם לב - קרב יום,ניסן תשפה,סינגלים חדשים,12O36sIRL43Go5sVHovK1SaZ1tzSbF-pU
70336,מקהלת אנסמבל ילדי השיר - פסח מצה ומזמור,ניסן תשפה,סינגלים חדשים,1oC8AXhumJqh94E1g9R1IF2yJqnX5RAM1
70337,אברהם דוד פרידמן - לפיכך,ניסן תשפה,סינגלים חדשים,1acQfjWDQ_q_uMRs6PDG7-CNgQorAkT4o
70338,"הרב עקיבא המניק, שייקה הרשלר, ישראל מאיר - מרחוק",ניסן תשפה,סינגלים חדשים,1oOjywDsjMPaIrP4QoJUI3u8csVIoOBv4
70339,רפי ביטון & קולות מן השמים - דיינו,ניסן תשפה,סינגלים חדשים,1FbCKiswDmu5vazWtgPY28ML1FLrh-JMP
70340,שלמה יוסף - אהיים,ניסן תשפה,סינגלים חדשים,1sjsHCbDQ1r5oRU1RUUpdu6anbY5tBJQW
70341,"מיילך ברוינשטיין, גרשי אורי, משה דוד וייסמאנדל, מקהלת יונגערליך, מקהלת ידידים - מחרוזת יונגערליך",ניסן תשפה,סינגלים חדשים,127t0clP4Nt5t-pXMCI0v6-aX7mVyM0Df
70342,יוסי ויטמן - נזכה לעשותו,ניסן תשפה,סינגלים חדשים,1JoaoxW6vExxo6nfXVndmIL0dP8Nc8uoZ
70343,אהר'לע סאמעט - חסל סידור פסח,ניסן תשפה,סינגלים חדשים,1QUxIuuT8P_zQkAT2h0OwP9u37QwGnl8e
70344,שימי יונייב ותזמורתו & ת''ת שיח יעקב - מחרוזת גאולה,ניסן תשפה,סינגלים חדשים,1nMXbmF3x-xKcqguaQfWxTvKYvv3j-E8z
70345,אפיקו.מן - עשר מכות,ניסן תשפה,סינגלים חדשים,1mjoVlOCLeGqB_3aXblXdUQTGFlupas7E
70346,יואי מוכניק & איזי - ממצרים,ניסן תשפה,סינגלים חדשים,1qqC0t6jGB4DwvutKblrFYxx1vbRyrIJf
70347,יעקב ארי' רובין - נשמה'לע מיין,ניסן תשפה,סינגלים חדשים,1zglaSHslnTTQFpuqb4IZDyQF5PvVjTYX
70348,משה קליין - מי יאהב,ניסן תשפה,סינגלים חדשים,1eKKEqr2Z9Ygx4aR6biy4PN7ok23LKsxQ
70349,אלי שפריי & אהר'לע סאמעט - כתפוח בעצי היער,ניסן תשפה,סינגלים חדשים,1lHYTDL7NBJfkZ5pMi3ilvUpibaVKK0dL
70350,צביקי רנד - שיר המעלות,ניסן תשפה,סינגלים חדשים,1Nta7TqrM5X8XcebPHhx18_52LwWaDdJE
70351,לייבי דייטש - קרב יום,ניסן תשפה,סינגלים חדשים,1u5ft6Hb6dhvoWJctmhq0h393pio70x3i
70352,חברותא - ברוך שומר הבטחתו,ניסן תשפה,סינגלים חדשים,1rrhxs7nx20Lg7MhM9rTFuCqbCsRWJtxv
70353,יענקי ברלינגר - שפוך חמתך,ניסן תשפה,סינגלים חדשים,1rfuzj2ks4ynSF2yty3NA9kKRbZ7iuw3D
70354,שלוימי ברנשטיין ומשולם זושא - קרב יום,ניסן תשפה,סינגלים חדשים,1VLOoyaLpT9fGZyCaRQPAjIVq-uu4cSoF
70355,מענדי מארקאוויטש - מיין סדר נאכט,ניסן תשפה,סינגלים חדשים,1ZN3amIpEkLAbDCQ-PtomvIqG86MZdpjF
